epoch,avg_loss,train_ndcg,dev_ndcg
1,0.2663755863904953,0.9395070971729917,0.9175029983369511
2,0.26295044355922276,0.943644901090691,0.9195871096110885
3,0.2600922824607955,0.9453009118344621,0.9211326848517059
4,0.25323107259141076,0.9526368419051132,0.9215755777820347
5,0.24317736758126152,0.9580030127895851,0.9239709110077488
6,0.23144432074493831,0.9654600858276118,0.9256704269779423
7,0.2132205863793691,0.9707750710083433,0.9200264881144824
8,0.18804570535818735,0.9728314433470014,0.924074766154025
9,0.1595368165936735,0.9765201391766672,0.9248859954731002
