epoch,avg_loss,train_ndcg,dev_ndcg
1,0.2713504284620285,0.9452102424123264,0.9187373516259917
2,0.26340317726135254,0.9561623982340032,0.9215755777820347
3,0.24963382631540298,0.9677522486207705,0.9239709110077488
4,0.22626580629083845,0.9744085248646124,0.9221373972028529
5,0.1910889959997601,0.9765216453596395,0.9242903493841795
6,0.14397987516389954,0.9779858027809128,0.9235560034626373
7,0.09179228151010142,0.9788739658190624,0.9177115527132361
8,0.0539464151693715,0.9756153520380376,0.9179494056942147
