epoch,avg_loss,train_ndcg,dev_ndcg
1,0.2625712454319,0.9502144905776435,0.9207293342238727
2,0.24219600525167254,0.9665148360870631,0.9217410754288893
3,0.20759355359607273,0.973681703393089,0.9234405913990827
4,0.1499427826040321,0.9774890657078564,0.9253359172572985
5,0.07847465657525593,0.9807338236218521,0.9215521204602265
6,0.035144120558268495,0.9790388287106255,0.9184912822201593
7,0.014585183519456122,0.9796707808869515,0.9183257845733048
